Customer ID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,FavoriteCountry,Churned
12805,17,4,1434.95,24.74051724137931,593,44,Netherlands,0
12806,71,4,1531.26,28.891698113207546,757,52,Netherlands,0
12807,19,1,330.35,20.646875,145,16,Sweden,0
12808,4,3,422.45,16.248076923076923,187,26,Portugal,0
12809,201,2,1266.63,22.618392857142858,298,52,Portugal,1
12810,170,2,474.99,15.322258064516129,341,31,Japan,1
12811,14,2,519.0500000000001,20.762000000000004,205,23,Portugal,0
12813,137,3,1209.0,31.0,685,34,Netherlands,1
12817,35,2,524.94,24.997142857142858,166,16,Austria,0
12819,94,1,420.28000000000003,26.267500000000002,176,16,United Kingdom,1
12820,33,7,1680.34,17.503541666666667,1038,83,United Kingdom,0
12821,247,1,128.08,18.29714285714286,92,7,United Kingdom,1
12823,162,4,762.0,190.5,120,1,United Kingdom,1
12825,157,2,518.63,21.609583333333333,139,20,United Kingdom,1
12826,1,6,1396.03,18.86527027027027,837,52,United Kingdom,0
12829,186,1,55.82,9.303333333333333,30,6,United Kingdom,1
12831,99,2,215.9,17.991666666666667,120,12,United Kingdom,1
12835,63,41,5968.99,9.721482084690553,2253,138,United Kingdom,0
12836,25,11,3949.37,16.664008438818566,1169,173,United Kingdom,0
12837,205,1,528.5600000000001,6.954736842105264,170,73,United Kingdom,1
12838,9,9,2360.91,8.113092783505154,1263,174,United Kingdom,0
12839,3,13,4480.31,17.100419847328247,3042,112,United Kingdom,0
12840,73,3,1048.44,17.474,551,55,United Kingdom,0
12841,5,17,3430.11,12.427934782608697,2559,154,United Kingdom,0
12842,40,2,493.0,37.92307692307692,220,13,United Kingdom,0
12843,18,20,3078.9,29.89223300970874,899,70,United Kingdom,0
12844,78,2,322.64,6.3262745098039215,98,43,United Kingdom,0
12846,318,1,15.58,15.58,1,1,United Kingdom,1
12847,23,1,659.36,19.39294117647059,524,33,United Kingdom,0
12848,311,1,208.0,13.0,58,16,United Kingdom,1
12849,17,4,1895.98,20.17,1126,80,United Kingdom,0
12851,113,1,148.95,4.965,51,30,United Kingdom,1
12853,63,5,1950.4,27.862857142857145,868,58,United Kingdom,0
12854,197,4,1609.22,10.657086092715232,934,120,United Kingdom,1
12855,8,4,612.84,9.146865671641791,240,65,United Kingdom,0
12857,72,4,2480.8,33.98356164383562,981,46,United Kingdom,0
12858,19,1,147.27,3.9802702702702706,51,36,United Kingdom,0
12859,94,1,575.1,27.385714285714286,292,21,United Kingdom,1
12860,329,1,54.22,3.38875,26,16,United Kingdom,1
12861,255,1,68.25,17.0625,27,4,United Kingdom,1
12862,61,2,943.82,7.260153846153846,563,118,United Kingdom,0
12863,15,5,1750.55,43.76375,511,23,United Kingdom,0
12864,144,1,0.95,0.95,1,1,United Kingdom,1
12865,14,2,1708.68,17.435510204081634,952,91,Austria,0
12866,110,2,668.23,18.06027027027027,382,34,Belgium,1
12867,33,6,3819.92,7.402945736434108,3592,260,United Kingdom,0
12868,9,3,640.0,16.41025641025641,354,30,United Kingdom,0
12869,317,1,337.66999999999996,9.126216216216216,144,35,United Kingdom,1
12870,11,3,1575.19,17.12163043478261,810,84,United Kingdom,0
12871,75,1,139.7,34.925,76,4,United Kingdom,0
12872,1,11,3008.12,8.241424657534246,1462,204,United Kingdom,0
12873,33,2,1552.5,53.53448275862069,562,28,United Kingdom,0
12874,21,2,908.1,19.741304347826087,527,42,Belgium,0
12876,30,2,1764.41,21.78283950617284,914,68,Belgium,0
12877,37,8,1399.65,11.761764705882353,1011,76,United Kingdom,0
12880,17,2,613.73,17.53514285714286,231,31,United Kingdom,0
12887,19,1,222.4,17.107692307692307,100,13,United Kingdom,0
12889,17,4,385.46000000000004,15.418400000000002,124,25,United Kingdom,0
12890,23,1,329.3,5.880357142857143,201,56,United Kingdom,0
12892,32,1,263.38,14.632222222222222,140,18,United Kingdom,0
12894,211,1,157.35,7.492857142857143,33,21,United Kingdom,1
12897,17,2,297.75,29.775,139,9,United Kingdom,0
12898,295,1,143.57,5.521923076923077,91,26,United Kingdom,1
12899,49,1,366.4,21.552941176470586,108,17,United Kingdom,0
12900,58,1,340.33000000000004,26.179230769230774,139,13,United Kingdom,0
12903,64,1,833.5300000000001,20.330000000000002,493,41,United Kingdom,0
12905,212,2,984.34,18.929615384615385,436,50,United Kingdom,1
12907,31,2,508.91,20.3564,177,23,United Kingdom,0
12909,60,3,882.76,13.793125,524,46,United Kingdom,0
12910,15,5,2229.6,42.87692307692308,1192,31,United Kingdom,0
12911,187,1,1641.64,6.985702127659575,759,219,United Kingdom,1
12913,4,8,1549.75,46.96212121212121,521,23,United Kingdom,0
12914,36,1,81.06,13.51,94,6,United Kingdom,0
12915,8,3,811.1,15.903921568627451,359,40,United Kingdom,0
12916,78,3,1344.7,20.070149253731344,470,50,United Kingdom,0
12917,36,4,1121.0,30.2972972972973,348,35,United Kingdom,0
12918,262,1,10953.5,10953.5,1,1,United Kingdom,1
12920,207,3,323.86,10.120625,292,32,United Kingdom,1
12921,2,39,17684.97,22.55735969387755,10584,199,United Kingdom,0
12923,26,2,597.6,18.675,162,28,United Kingdom,0
12924,29,8,731.82,18.2955,414,36,United Kingdom,0
12925,228,1,25.2,6.3,60,4,United Kingdom,1
12926,47,4,1523.97,5.816679389312977,754,202,United Kingdom,0
12927,30,1,197.31,17.937272727272727,145,11,United Kingdom,0
12928,14,7,2105.15,22.882065217391304,1243,61,United Kingdom,0
12931,185,13,2412.4900000000002,100.52041666666668,675,12,United Kingdom,1
12932,175,8,1309.28,15.403294117647059,1025,66,United Kingdom,1
12933,16,5,1029.1,5.6234972677595625,450,152,United Kingdom,0
12934,372,1,181.65,90.825,31,2,United Kingdom,1
12935,11,8,2083.16,16.66528,1348,61,United Kingdom,0
12937,99,5,1593.34,16.426185567010307,976,71,United Kingdom,1
12939,25,2,162.72,81.36,48,1,United Kingdom,0
12941,360,1,318.45,12.738,285,25,United Kingdom,1
12942,1,1,258.75,16.171875,69,16,United Kingdom,0
12943,194,2,417.3,17.3875,174,22,United Kingdom,1
12945,292,1,437.16,15.612857142857143,281,28,United Kingdom,1
12946,72,1,324.45,16.2225,149,20,United Kingdom,0
12947,9,1,304.04,17.884705882352943,184,17,United Kingdom,0
12948,366,2,216.0,27.0,128,6,United Kingdom,1
12949,18,14,11279.68,22.69553319919517,5696,262,United Kingdom,0
12951,22,9,2149.65,16.409541984732826,1159,83,United Kingdom,0
12953,158,1,498.96,16.09548387096774,280,31,United Kingdom,1
12954,274,1,162.45,16.244999999999997,83,10,United Kingdom,1
12956,320,3,399.90000000000003,18.17727272727273,258,22,United Kingdom,1
12957,177,5,4602.55,18.55866935483871,1945,217,United Kingdom,1
12958,36,2,467.34,9.537551020408163,118,45,United Kingdom,0
12959,120,1,110.15,15.735714285714286,61,7,United Kingdom,1
12960,49,4,1190.0700000000002,18.03136363636364,851,48,United Kingdom,0
12961,15,1,198.07,5.078717948717949,132,36,United Kingdom,0
12963,1,5,1696.1200000000001,18.43608695652174,782,71,United Kingdom,0
12964,73,1,132.24,5.086153846153847,56,26,United Kingdom,0
12967,7,2,2274.62,39.21758620689655,670,47,United Kingdom,0
12969,238,1,122.45,24.490000000000002,55,5,United Kingdom,1
12970,16,6,988.13,4.595953488372093,638,173,United Kingdom,0
12971,2,32,3553.78,32.90537037037037,1600,41,United Kingdom,0
12972,49,4,1105.52,15.144109589041095,652,65,United Kingdom,0
12973,49,1,385.55,64.25833333333334,31,6,United Kingdom,0
12974,201,1,264.15,11.00625,80,24,United Kingdom,1
12975,72,6,2086.17,18.794324324324325,863,91,United Kingdom,0
12976,14,7,2303.06,18.42448,1787,87,United Kingdom,0
12977,137,3,474.64,9.686530612244898,116,45,United Kingdom,1
12978,21,5,2492.32,15.384691358024693,1344,126,United Kingdom,0
12979,365,1,400.7,7.42037037037037,340,54,United Arab Emirates,1
12980,22,12,6789.360000000001,323.3028571428572,424,5,United Kingdom,0
12982,30,7,2344.19,15.73281879194631,1393,116,United Kingdom,0
12983,234,1,358.08,14.3232,398,25,United Kingdom,1
12986,64,10,2133.32,21.76857142857143,896,60,United Kingdom,0
12987,56,3,753.51,19.82921052631579,366,35,United Kingdom,0
12989,133,8,1108.2,85.24615384615385,228,7,United Kingdom,1
12990,53,4,546.0,39.0,280,6,United Kingdom,0
12991,25,1,261.06,18.647142857142857,78,14,United Kingdom,0
12992,361,1,93.35,15.558333333333332,21,6,United Kingdom,1
12993,81,4,804.55,17.118085106382978,415,42,United Kingdom,0
12996,11,1,355.5,16.15909090909091,122,22,United Kingdom,0
12997,30,4,880.1800000000001,18.727234042553192,474,32,United Kingdom,0
12998,128,3,740.78,13.718148148148147,733,54,United Kingdom,1
13000,361,1,497.65,16.05322580645161,169,31,United Kingdom,1
13001,40,20,11768.42,17.99452599388379,5984,261,United Kingdom,0
13002,52,2,293.18,18.32375,128,14,United Kingdom,0
13004,22,18,5968.54,14.557414634146342,3898,230,United Kingdom,0
13005,67,2,485.98,16.199333333333335,290,27,United Kingdom,0
13007,215,1,175.25,15.931818181818182,59,11,United Kingdom,1
13008,33,2,331.66,16.583000000000002,144,19,United Kingdom,0
13009,308,1,234.0,58.5,120,4,United Kingdom,1
13010,10,2,288.12,28.812,223,9,United Kingdom,0
13011,8,1,50.550000000000004,16.85,13,3,United Kingdom,0
13012,65,3,1290.8300000000002,20.169218750000002,691,53,United Kingdom,0
13013,7,17,7439.63,22.820950920245398,3655,216,United Kingdom,0
13014,68,1,1894.64,16.61964912280702,1026,114,United Kingdom,0
13015,74,6,3009.02,18.23648484848485,1510,148,United Kingdom,0
13018,49,7,2424.98,17.077323943661973,1167,114,United Kingdom,0
13019,15,6,1229.95,22.362727272727273,397,46,United Kingdom,0
13020,198,2,618.96,15.870769230769232,278,38,United Kingdom,1
13021,10,8,2189.7400000000002,17.802764227642278,1050,85,United Kingdom,0
13022,65,1,65.3,13.059999999999999,35,5,Belgium,0
13023,164,1,745.21,21.29171428571429,251,35,United Kingdom,1
13024,106,2,555.87,17.931290322580644,181,26,United Kingdom,1
13025,367,1,233.39000000000001,19.449166666666667,169,12,United Kingdom,1
13026,124,4,692.2,17.74871794871795,582,24,United Kingdom,1
13029,10,2,679.8,97.11428571428571,60,6,United Kingdom,0
13030,4,1,402.36,7.058947368421053,174,50,United Kingdom,0
13031,43,5,3292.84,8.090515970515971,2309,275,United Kingdom,0
13032,28,7,1674.98,12.499850746268656,779,109,United Kingdom,0
13033,65,1,30.0,15.0,15,2,United Kingdom,0
