StockCode,ProductName,TotalSold,TotalRevenue,AvgPrice,OrderCount,UniqueCustomers,AvgDailyDemand,DemandStdDev,AnnualDemand,HoldingCost,EOQ,SafetyStock,ReorderPoint,CumulativeRevenue,CumulativePct,ABC_Category,CurrentStock,StockStatus
21621,VINTAGE UNION JACK BUNTING,3174,26979.0,8.5,736,413,8.509383378016086,11.948610076383593,3105.9249329758713,1.7000000000000002,191.0,52.0,112.0,545482.7,9.143251758435412,A,255.0,OK
21733,RED HANGING HEART T-LIGHT HOLDER,8107,22619.65,2.8985943775100402,977,546,21.734584450402146,27.593660772960938,7933.123324396784,0.5797188755020081,523.0,120.0,272.0,568102.35,9.522396971725756,A,652.0,OK
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,4746,22617.15,4.912549212598425,1008,617,12.723860589812332,15.010148763575568,4644.209115281501,0.9825098425196851,307.0,66.0,155.0,590719.5,9.90150028060851,A,382.0,OK
20914,SET/5 RED SPOTTY LID GLASS BOWLS,7790,22035.300000000003,2.9210703953712636,1016,443,20.884718498659517,20.55562866063362,7622.922252010723,0.5842140790742527,511.0,90.0,236.0,612754.8,10.270850757667914,A,627.0,OK
22111,SCOTTIE DOG HOT WATER BOTTLE,4428,20849.7,4.8973988439306355,854,494,11.871313672922252,24.976885707670395,4333.029490616622,0.9794797687861272,297.0,109.0,192.0,633604.5,10.620328488470102,A,356.0,OK
21755,LOVE BUILDING BLOCK WORD,3521,20640.850000000002,5.934611398963731,949,490,9.439678284182305,9.344955522834015,3445.4825737265414,1.1869222797927461,241.0,41.0,107.0,654245.35,10.966305525061914,A,283.0,OK
22112,CHOCOLATE HOT WATER BOTTLE,4370,20537.4,4.892177722152691,789,424,11.715817694369973,22.048316635382175,4276.27345844504,0.9784355444305382,296.0,96.0,178.0,674782.75,11.310548557267504,A,351.0,OK
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,7094,19919.300000000003,2.917441860465116,752,495,19.01876675603217,49.33201508572603,6941.849865951743,0.5834883720930233,488.0,215.0,348.0,694702.05,11.644431143739638,A,571.0,OK
82486,WOOD S/3 CABINET ANT WHITE FINISH,2670,19908.5,7.699258160237389,664,233,7.158176943699732,11.165135062499488,2612.734584450402,1.539851632047478,184.0,49.0,99.0,714610.55,11.978132703170965,A,215.0,OK
22470,HEART OF WICKER LARGE,6776,19440.800000000003,2.9358823529411766,990,566,18.16621983914209,28.139624045729906,6630.6702412868635,0.5871764705882353,475.0,123.0,250.0,734051.3500000001,12.303994786029673,A,545.0,OK
47566,PARTY BUNTING,4180,19432.3,4.646423135464231,647,371,11.206434316353887,18.492246593629506,4090.3485254691686,0.9292846270928463,297.0,81.0,159.0,753483.6500000001,12.629714393902564,A,336.0,OK
82494L,WOODEN FRAME ANTIQUE WHITE ,6931,19424.050000000003,2.877710843373494,984,414,18.58176943699732,21.79846537205117,6782.345844504021,0.5755421686746989,485.0,95.0,225.0,772907.7000000002,12.955295717230392,A,557.0,OK
20725,LUNCH BAG RED SPOTTY,11537,18981.25,1.645028067361668,1230,567,30.93029490616622,24.11392671868313,11289.55764075067,0.3290056134723336,828.0,105.0,322.0,791888.9500000002,13.273454931885235,A,928.0,OK
37503,TEA TIME CAKE STAND IN GIFT BOX,1813,18810.55,10.642156862745098,458,255,4.86058981233244,9.206032902759713,1774.1152815013404,2.1284313725490196,129.0,40.0,74.0,810699.5000000002,13.58875291358958,A,146.0,OK
22138,BAKING SET 9 PIECE RETROSPOT ,3781,18128.81,4.918933782267116,884,631,10.136729222520108,13.72945709627117,3699.9061662198396,0.9837867564534233,274.0,60.0,131.0,828828.3100000003,13.892623730960768,A,304.0,OK
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4738,17912.600000000002,3.909427207637232,827,446,12.702412868632708,24.40942682613709,4636.380697050939,0.7818854415274464,344.0,107.0,196.0,846740.9100000003,14.192870487545623,A,381.0,OK
21485,RED SPOT HEART HOT WATER BOTTLE,3677,17334.55,4.898252688172043,732,438,9.857908847184987,18.731199628664793,3598.1367292225204,0.9796505376344087,271.0,82.0,151.0,864075.4600000003,14.483428107006674,A,296.0,OK
84078A,SET/4 WHITE RETRO STORAGE CUBES ,480,17311.0,38.2436507936508,126,86,1.2868632707774799,6.124435907427467,469.70509383378015,7.64873015873016,35.0,27.0,36.0,881386.4600000003,14.773590986948193,A,39.0,MONITOR
22090,PAPER BUNTING RETRO SPOTS,5966,16895.7,2.924857142857143,691,415,15.994638069705093,23.786553970401894,5838.042895442359,0.5849714285714286,447.0,104.0,216.0,898282.1600000003,15.056792706700254,A,480.0,OK
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6006,16837.7,2.912837837837838,585,429,16.10187667560322,44.22590626214741,5877.184986595174,0.5825675675675676,449.0,193.0,306.0,915119.8600000002,15.33902224419614,A,483.0,OK
21232,STRAWBERRY CERAMIC TRINKET BOX,13378,16690.58,1.2481553398058252,1199,522,35.865951742627345,29.79555601252798,13091.07238605898,0.24963106796116505,1024.0,130.0,381.0,931810.4400000002,15.618785791113954,A,1076.0,OK
22189,CREAM HEART CARD HOLDER,4396,16528.02,3.8984164222873905,678,385,11.785522788203753,18.494437202437037,4301.71581769437,0.7796832844574781,332.0,81.0,163.0,948338.4600000002,15.8958245458324,A,354.0,OK
48187,DOOR MAT NEW ENGLAND,2387,16405.59,7.271467304625199,627,339,6.399463806970509,10.777412365317673,2335.804289544236,1.45429346092504,179.0,47.0,92.0,964744.0500000002,16.170811157902172,A,192.0,OK
48194,DOORMAT HEARTS,2356,16315.7,7.299274924471299,660,361,6.316353887399464,8.158727215568929,2305.469168900804,1.45985498489426,178.0,36.0,80.0,981059.7500000001,16.444291055092503,A,189.0,OK
21217,RED SPOTTY ROUND CAKE TINS,1684,16074.8,9.852071563088511,529,326,4.514745308310992,7.875007726505055,1647.8820375335122,1.9704143126177023,129.0,34.0,66.0,997134.5500000002,16.713733043567107,A,135.0,OK
21524,SPOTTY  HOME SWEET HOME DOORMAT,2270,15660.12,7.281919866444073,597,321,6.085790884718499,7.74722980828169,2221.313672922252,1.4563839732888146,175.0,34.0,77.0,1012794.6700000002,16.97622426414534,A,183.0,OK
22083,PAPER CHAIN KIT RETRO SPOT,5546,15655.000000000002,2.91622464898596,635,409,14.868632707774799,19.736808389204086,5427.050938337801,0.583244929797192,431.0,86.0,190.0,1028449.6700000002,17.23862966449682,A,446.0,OK
84029E,RED WOOLLY HOTTIE WHITE HEART.,4510,15526.42,3.6619428571428574,691,400,12.091152815013405,24.878550988791925,4413.270777479893,0.7323885714285715,347.0,109.0,194.0,1043976.0900000002,17.498879837356945,A,363.0,OK
21527,RETRO SPOT TRADITIONAL TEAPOT ,2045,15522.75,7.856840390879479,607,320,5.482573726541555,7.691039737247977,2001.1394101876676,1.5713680781758959,160.0,34.0,72.0,1059498.8400000003,17.759068494546725,A,164.0,OK
79321,CHILLI LIGHTS,3324,15157.4,4.81,405,192,8.911528150134048,18.325745960511625,3252.7077747989274,0.962,260.0,80.0,142.0,1074656.2400000002,18.01313324161076,A,267.0,OK
79323W, WHITE CHERRY LIGHTS,2516,15030.400000000001,6.419706840390879,306,174,6.745308310991957,24.52074029755522,2462.0375335120643,1.283941368078176,196.0,107.0,154.0,1089686.6400000001,18.265069244769037,A,202.0,MONITOR
21523,FANCY FONT HOME SWEET HOME DOORMAT,2238,15016.72,7.136414342629482,502,234,6.0,10.667972885982435,2190.0,1.4272828685258965,175.0,47.0,89.0,1104703.36,18.516775947008966,A,180.0,OK
22386,JUMBO BAG PINK WITH WHITE SPOTS,7672,14877.3,1.9469585798816569,840,406,20.568364611260055,20.094941188134435,7507.45308310992,0.3893917159763314,621.0,88.0,232.0,1119580.6600000001,18.766145724246215,A,617.0,OK
21931,JUMBO STORAGE BAG SUKI,7582,14733.9,1.9483443708609272,897,382,20.327077747989275,20.296795998998846,7419.383378016086,0.38966887417218543,617.0,89.0,231.0,1134314.56,19.013111864663884,A,610.0,OK
48185,DOOR MAT FAIRY CAKE,2156,14698.14,7.276376237623762,502,246,5.7801608579088475,8.988336895000444,2109.7587131367295,1.4552752475247526,170.0,39.0,79.0,1149012.7,19.259478604435337,A,173.0,OK
82482,WOODEN PICTURE FRAME WHITE FINISH,6094,14408.400000000001,2.464760147601476,804,352,16.33780160857909,25.859596698252343,5963.297587131367,0.4929520295202952,492.0,113.0,227.0,1163421.0999999999,19.500988790984312,A,490.0,OK
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7423,14405.85,1.9441647597254006,865,435,19.900804289544237,21.527243417388807,7263.793565683646,0.38883295194508016,611.0,94.0,233.0,1177826.95,19.74245623503755,A,597.0,OK
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2643,14376.85,5.677427597955707,581,236,7.085790884718499,12.119993157709224,2586.313672922252,1.1354855195911415,213.0,53.0,103.0,1192203.8,19.983437587962698,A,213.0,OK
22383,LUNCHBAG SUKI  DESIGN ,8596,14161.4,1.6487577639751552,950,428,23.0455764075067,23.171156260099462,8411.635388739945,0.32975155279503104,714.0,101.0,262.0,1206365.2,20.220807619041423,A,691.0,OK
22469,HEART OF WICKER SMALL,8802,14114.1,1.63830146231721,863,527,23.597855227882036,41.1723521759542,8613.217158176943,0.327660292463442,725.0,180.0,345.0,1220479.3,20.457384818728478,A,708.0,OK
15056N,EDWARDIAN PARASOL NATURAL,2416,13815.0,5.811098901098902,455,233,6.477211796246649,13.329731276779276,2364.182305630027,1.1622197802197805,202.0,58.0,103.0,1234294.3,20.688948575091025,A,194.0,OK
20750, RED/WHITE DOT MINI CASES,1894,13799.779999999999,7.79407619047619,521,323,5.07774798927614,9.017391372486394,1853.378016085791,1.558815238095238,154.0,39.0,75.0,1248094.08,20.920257217420147,A,152.0,OK
85099F,JUMBO BAG STRAWBERRY,7025,13668.75,1.9484943538268507,788,367,18.83378016085791,17.90910061980987,6874.3297587131365,0.38969887076537013,594.0,78.0,210.0,1261762.83,21.149369565938464,A,565.0,OK
21181,PLEASE ONE PERSON  METAL SIGN,6452,13515.840000000002,2.0977845777233783,811,416,17.297587131367294,22.463504751086973,6313.619302949062,0.41955691554467567,549.0,98.0,219.0,1275278.6700000002,21.375918873270727,A,519.0,OK
15056BL,EDWARDIAN PARASOL BLACK,2338,13369.1,5.795841784989858,483,237,6.2680965147453085,12.27664080837492,2287.8552278820375,1.1591683569979716,199.0,54.0,98.0,1288647.7700000003,21.600008559494874,A,188.0,OK
22457,NATURAL SLATE HEART CHALKBOARD ,4425,13053.350000000002,2.9494134897360706,675,457,11.863270777479892,19.180598761413222,4330.093833780161,0.5898826979472142,383.0,84.0,167.0,1301701.1200000003,21.81880571903994,A,356.0,OK
82484,WOOD BLACK BOARD ANT WHITE FINISH,2128,12818.4,6.304585152838428,458,269,5.705093833780161,9.93002635386041,2082.3592493297588,1.2609170305676856,182.0,43.0,83.0,1314519.5200000003,22.033664702359353,A,171.0,OK
85099C,JUMBO  BAG BAROQUE BLACK WHITE,6610,12787.5,1.938739946380697,738,338,17.72117962466488,19.860050072321584,6468.230563002681,0.3877479892761394,578.0,87.0,211.0,1327307.0200000003,22.248005747200907,A,532.0,OK
85066,CREAM SWEETHEART MINI CHEST,1007,12524.25,12.696916890080429,369,245,2.6997319034852545,5.023678985561885,985.4021447721179,2.539383378016086,88.0,22.0,41.0,1339831.2700000003,22.45793425792285,A,81.0,OK
20727,LUNCH BAG  BLACK SKULL.,7602,12500.1,1.6447201689545934,924,455,20.380697050938338,19.266883719075782,7438.954423592493,0.3289440337909187,673.0,84.0,227.0,1352331.3700000003,22.667457972067442,A,611.0,OK
22382,LUNCHBAG SPACEBOY DESIGN ,7582,12445.5,1.6411016949152541,933,511,20.327077747989275,20.411610987351768,7419.383378016086,0.32822033898305086,672.0,89.0,231.0,1364776.8700000003,22.876066493950184,A,610.0,OK
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,3301,12335.25,3.747626841243863,603,327,8.849865951742627,9.984736643746087,3230.201072386059,0.7495253682487726,294.0,44.0,106.0,1377112.1200000003,23.08282703145805,A,265.0,OK
22384,LUNCHBAG PINK RETROSPOT,7459,12295.35,1.6493471164309033,899,431,19.99731903485255,22.523283363975725,7299.02144772118,0.3298694232861807,665.0,98.0,238.0,1389407.4700000004,23.28891877462072,A,600.0,OK
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,3158,11842.5,3.75,563,298,8.466487935656836,12.465899148809795,3090.268096514745,0.75,287.0,54.0,113.0,1401249.9700000004,23.487419953391868,A,254.0,OK
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4007,11699.75,3.092995169082126,405,225,10.742627345844504,21.073752945633334,3921.0589812332437,0.6185990338164252,356.0,92.0,167.0,1412949.7200000004,23.683528390489425,A,322.0,OK
37449,CERAMIC CAKE STAND + HANGING CAKES,1307,11686.6,9.512264150943397,264,142,3.5040214477211795,9.489108338783968,1278.9678284182305,1.9024528301886794,116.0,41.0,66.0,1424636.3200000005,23.87941641040304,A,105.0,OK
22622,BOX OF VINTAGE ALPHABET BLOCKS,1234,11678.0,9.870547945205479,289,233,3.3083109919571045,10.463768056114803,1207.533512064343,1.9741095890410958,111.0,46.0,69.0,1436314.3200000005,24.07516027915453,A,99.0,MONITOR
21212,PACK OF 72 RETRO SPOT CAKE CASES,21037,11562.939999999999,0.5496972049689441,1259,713,56.39946380697051,42.4851838309736,20585.804289544234,0.10993944099378883,1935.0,185.0,580.0,1447877.2600000005,24.268975539450928,A,1692.0,OK
21622,VINTAGE UNION JACK CUSHION COVER,2292,11331.4,4.948497854077253,460,273,6.144772117962466,9.028980043180681,2242.8418230563,0.9896995708154507,213.0,39.0,82.0,1459208.6600000004,24.458909781133634,A,184.0,OK
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,2984,11178.12,3.7493771626297576,568,318,8.0,9.403902626609026,2920.0,0.7498754325259516,279.0,41.0,97.0,1470386.7800000005,24.64627477977796,A,240.0,OK
22326,"ROUND SNACK BOXES ,SET4, WOODLAND ",3787,11162.050000000001,2.947132616487455,546,272,10.152815013404826,13.347077467537215,3705.7774798927617,0.589426523297491,355.0,58.0,129.0,1481548.8300000005,24.833370416890276,A,305.0,OK
20728,LUNCH BAG CARS BLUE,6742,11114.3,1.6490338164251206,816,426,18.075067024128685,16.721731617026297,6597.39946380697,0.3298067632850241,633.0,73.0,200.0,1492663.1300000006,25.01966567981755,A,542.0,OK
20726,LUNCH BAG WOODLAND,6694,11039.1,1.6494811932555122,759,362,17.946380697050937,16.73417196752618,6550.428954423593,0.32989623865110246,630.0,73.0,199.0,1503702.2300000007,25.204700458164403,A,538.0,OK
84836,ZINC METAL HEART DECORATION,8815,11016.47,1.2497535667963682,755,467,23.632707774798927,20.49322370595188,8625.938337801608,0.24995071335927366,831.0,89.0,254.0,1514718.7000000007,25.38935591781372,A,709.0,OK
21258,VICTORIAN SEWING BOX LARGE,939,10897.65,12.40546875,255,158,2.517426273458445,9.36367581674021,918.8605898123325,2.4810937500000003,86.0,41.0,59.0,1525616.3500000006,25.572019744778924,A,76.0,MONITOR
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1844,10869.800000000001,5.923469387755102,490,305,4.943699731903485,8.422629284076955,1804.450402144772,1.1846938775510203,175.0,37.0,72.0,1536486.1500000006,25.75421675664354,A,148.0,OK
84406B,CREAM CUPID HEARTS COAT HANGER,3548,10827.52,3.165059523809524,500,257,9.512064343163539,18.920438169714405,3471.9034852546915,0.6330119047619048,331.0,83.0,150.0,1547313.6700000006,25.935705081166933,A,285.0,OK
22149,FELTCRAFT 6 FLOWER FRIENDS,5275,10801.5,2.0904605263157894,742,484,14.142091152815013,18.703608714813296,5161.86327077748,0.4180921052631579,497.0,82.0,181.0,1558115.1700000006,26.116757264616087,A,424.0,OK
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3002,10684.38,3.6937728194726165,480,283,8.048257372654156,23.822824757589633,2937.613941018767,0.7387545638945233,282.0,104.0,160.0,1568799.5500000005,26.29584631037829,A,241.0,OK
48111,DOOR MAT 3 SMILEY CATS,1574,10659.92,7.169950124688279,401,187,4.2198391420911525,7.981628452785397,1540.2412868632707,1.433990024937656,147.0,35.0,65.0,1579459.4700000004,26.474525363416596,A,127.0,OK
48184,DOOR MAT ENGLISH ROSE ,1543,10575.93,7.28180904522613,398,230,4.136729222520107,9.416690315650852,1509.9061662198392,1.4563618090452262,144.0,41.0,70.0,1590035.4000000004,26.65179659597739,A,124.0,OK
22077,6 RIBBONS RUSTIC CHARM,6351,10479.15,1.6499999999999997,650,423,17.02680965147453,23.088546674728065,6214.785522788204,0.32999999999999996,614.0,101.0,220.0,1600514.5500000003,26.82744562511142,A,511.0,OK
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1093,10218.35,9.834126984126984,313,231,2.93029490616622,7.547267649029527,1069.5576407506703,1.9668253968253968,104.0,33.0,54.0,1610732.9000000004,26.99872318644528,A,88.0,OK
22087,PAPER BUNTING WHITE LACE,3619,10134.150000000001,2.9033254156769597,410,216,9.702412868632708,18.406868930760517,3541.380697050938,0.580665083135392,349.0,80.0,148.0,1620867.0500000003,27.16858940733138,A,291.0,OK
22624,IVORY KITCHEN SCALES,1223,10090.35,8.454594017094017,467,315,3.278820375335121,7.864375881292436,1196.7694369973192,1.6909188034188034,119.0,34.0,57.0,1630957.4000000004,27.337721462996445,A,98.0,OK
79323P,PINK CHERRY LIGHTS,1654,10031.9,6.469178082191781,218,129,4.434316353887399,16.430388925730995,1618.5254691689008,1.2938356164383562,158.0,72.0,103.0,1640989.3000000003,27.50587379361197,A,133.0,MONITOR
22752,SET 7 BABUSHKA NESTING BOXES,1224,9990.9,8.405854430379748,309,209,3.2815013404825737,13.568473438252692,1197.7479892761394,1.6811708860759496,119.0,59.0,82.0,1650980.2000000002,27.67333889194295,A,98.0,MONITOR
20679,EDWARDIAN PARASOL RED,1741,9956.95,5.780508474576271,354,182,4.6675603217158175,10.859399979153125,1703.6595174262734,1.1561016949152543,172.0,47.0,80.0,1660937.1500000001,27.840234928418816,A,140.0,OK
35400,WOODEN BOX ADVENT CALENDAR ,1133,9857.4,8.889176829268292,324,238,3.037533512064343,12.00846082198428,1108.6997319034854,1.7778353658536585,112.0,52.0,73.0,1670794.55,28.0054623313843,A,91.0,MONITOR
21175,GIN + TONIC DIET METAL SIGN,4684,9798.54,2.0970738636363637,695,357,12.557640750670242,15.025157410521954,4583.538873994638,0.4194147727272728,468.0,66.0,154.0,1680593.09,28.169703136977404,A,377.0,OK
72741,GRAND CHOCOLATECANDLE,6798,9759.9,1.4380149812734082,532,364,18.22520107238606,21.923664637320726,6652.198391420912,0.28760299625468166,680.0,96.0,224.0,1690352.99,28.33329626804673,A,547.0,OK
84946,ANTIQUE SILVER TEA GLASS ETCHED,7800,9750.0,1.25,586,345,20.91152815013405,27.343781805622204,7632.707774798928,0.25,781.0,119.0,265.0,1700102.99,28.496723457661993,A,627.0,OK
22113,GREY HEART HOT WATER BOTTLE,2725,9742.17,3.6689845474613687,442,286,7.305630026809651,26.23038900226284,2666.554959785523,0.7337969094922738,270.0,115.0,166.0,1709845.16,28.66001940267267,A,219.0,MONITOR
22605,WOODEN CROQUET GARDEN SET,814,9710.58,12.62289389067524,311,244,2.1823056300268098,6.583494445621828,796.5415549597856,2.524578778135048,79.0,29.0,44.0,1719555.74,28.822785843589,A,65.0,MONITOR
22061,LARGE CAKE STAND  HANGING STRAWBERY,1032,9682.83,9.816751592356686,313,169,2.766756032171582,6.36837221444321,1009.8659517426273,1.9633503184713375,101.0,28.0,47.0,1729238.57,28.985087145581033,A,83.0,OK
20749,ASSORTED COLOUR MINI CASES,1336,9667.68,7.77937823834197,384,251,3.581769436997319,6.737661122301512,1307.3458445040214,1.555875647668394,130.0,29.0,54.0,1738906.25,29.147134506863054,A,107.0,OK
85152,HAND OVER THE CHOCOLATE   SIGN ,4596,9609.18,2.095991253644315,676,335,12.32171581769437,14.090932426841913,4497.426273458445,0.419198250728863,463.0,62.0,148.0,1748515.43,29.30820130500738,A,370.0,OK
22158,3 HEARTS HANGING DECORATION RUSTIC,3256,9605.2,2.95,404,277,8.729222520107239,21.883163142737217,3186.1662198391423,0.5900000000000001,329.0,96.0,157.0,1758120.63,29.469201391334813,A,262.0,OK
22607,WOODEN ROUNDERS GARDEN SET ,1150,9506.68,8.515574712643678,346,275,3.0831099195710454,10.115105084831944,1125.3351206434315,1.7031149425287357,115.0,44.0,66.0,1767627.3099999998,29.628550108767804,A,92.0,MONITOR
22236,CAKE STAND 3 TIER MAGIC GARDEN,779,9471.449999999999,12.626065573770491,305,200,2.0884718498659516,5.04197162154968,762.2922252010724,2.5252131147540986,78.0,22.0,37.0,1777098.7599999998,29.787308309288978,A,63.0,OK
22178,VICTORIAN GLASS HANGING T-LIGHT,7575,9464.19,1.2493677204658902,580,292,20.308310991957104,23.37205414347117,7412.533512064343,0.24987354409317805,770.0,102.0,244.0,1786562.9499999997,29.945944819410503,A,609.0,OK
21731,RED TOADSTOOL LED NIGHT LIGHT,5729,9452.85,1.65,486,253,15.359249329758713,19.964407440856363,5606.12600536193,0.33,583.0,87.0,195.0,1796015.7999999998,30.104391251139184,A,461.0,OK
85042,ANTIQUE LILY FAIRY LIGHTS,2044,9429.0,4.846014492753623,272,141,5.479892761394102,12.899037032542438,2000.1608579088472,0.9692028985507246,203.0,56.0,94.0,1805444.7999999998,30.262437914819422,A,164.0,OK
22837,HOT WATER BOTTLE BABUSHKA ,2084,9421.8,4.6225085910652925,287,187,5.587131367292225,27.890442228060273,2039.3029490616623,0.9245017182130586,210.0,122.0,161.0,1814866.5999999999,30.420363893805792,A,168.0,MONITOR
21231,SWEETHEART CERAMIC TRINKET BOX,7508,9373.6,1.2490065359477125,741,377,20.128686327077748,23.401263146991067,7346.970509383378,0.24980130718954252,767.0,102.0,243.0,1824240.2,30.577481955813752,A,604.0,OK
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1266,9335.7,7.745744680851064,232,179,3.3941018766756033,13.924142591933363,1238.8471849865953,1.5491489361702129,126.0,61.0,85.0,1833575.9,30.733964747002595,A,102.0,MONITOR
21955,UNION JACK GUNS & ROSES  DOORMAT,1377,9329.97,7.163240093240094,426,228,3.6916890080428955,7.459703425286272,1347.466487935657,1.4326480186480188,137.0,33.0,59.0,1842905.8699999999,30.89035149328923,A,111.0,OK
20972,PINK CREAM FELT CRAFT TRINKET BOX ,7258,9065.66,1.2497226277372262,676,400,19.458445040214478,21.336876524086765,7102.332439678285,0.24994452554744526,754.0,93.0,229.0,1851971.5299999998,31.042307937987434,A,584.0,OK
85232B,SET/3 RUSSIAN DOLL STACKING TINS,1895,9047.050000000001,4.919425287356322,431,208,5.080428954423592,9.52488743062404,1854.3565683646111,0.9838850574712645,194.0,42.0,78.0,1861018.5799999998,31.193952446275514,A,152.0,OK
21481,FAWN BLUE HOT WATER BOTTLE,3169,9002.150000000001,2.9279591836734693,486,300,8.495978552278821,20.725725014185397,3101.0321715817695,0.5855918367346938,325.0,90.0,149.0,1870020.7299999997,31.344844351403207,A,255.0,OK
47590B,PINK HAPPY BIRTHDAY BUNTING,1648,8981.6,5.45,436,258,4.418230563002681,7.47009981194245,1612.6541554959786,1.09,172.0,33.0,64.0,1879002.3299999998,31.49539180230048,A,133.0,OK
22328,"ROUND SNACK BOXES ,SET 4, FRUITS ",3063,8962.650000000001,2.9445419103313846,508,272,8.211796246648793,10.96720693706938,2997.3056300268095,0.5889083820662769,319.0,48.0,105.0,1887964.9799999997,31.6456216177882,A,246.0,OK
21533,RETRO SPOT LARGE MILK JUG,1882,8932.3,4.8929347826086955,545,303,5.045576407506703,5.9882108460663055,1841.6353887399464,0.9785869565217391,194.0,26.0,61.0,1896897.2799999998,31.795342713767727,A,151.0,OK
21623,VINTAGE UNION JACK MEMOBOARD,928,8894.74,9.908265306122448,294,213,2.487935656836461,9.10400732143575,908.0965147453082,1.9816530612244898,96.0,40.0,57.0,1905792.0199999998,31.94443423792757,A,75.0,MONITOR
21928,JUMBO BAG SCANDINAVIAN PAISLEY,4532,8804.4,1.9474003466204504,571,288,12.150134048257373,15.613958354414402,4434.7989276139415,0.3894800693240901,477.0,68.0,153.0,1914596.4199999997,32.09201150441461,A,365.0,OK
22865,HAND WARMER OWL DESIGN,4177,8768.7,2.0995503597122305,521,337,11.198391420911529,40.151194515887454,4087.412868632708,0.4199100719424461,441.0,175.0,253.0,1923365.1199999996,32.23899037596121,A,336.0,MONITOR
22169,FAMILY ALBUM WHITE PICTURE FRAME,1063,8607.1,8.35494880546075,293,163,2.8498659517426272,5.5458813497586155,1040.201072386059,1.6709897610921502,112.0,24.0,44.0,1931972.2199999997,32.38326054660095,A,85.0,OK
21218,RED SPOTTY BISCUIT TIN,2409,8562.25,3.69702842377261,386,224,6.458445040214477,10.114482304773585,2357.332439678284,0.7394056847545221,253.0,44.0,89.0,1940534.4699999997,32.52677895216847,A,194.0,OK
21484,CHICK GREY HOT WATER BOTTLE,2606,8546.7,3.419555035128806,423,251,6.986595174262734,19.269861496954285,2550.107238605898,0.6839110070257612,273.0,84.0,133.0,1949081.1699999997,32.67003671232075,A,210.0,OK
